fold,event_id,user_id,item_id,time,label,real_prediction,seen_item,session_mode,video_type,history_length,H2_E0_prediction,causal_shuffle_prediction,zero_prediction,eeg_correction_mean,eeg_correction_abs_mean,eeg_correction_abs_std,zero_sensitivity,shuffle_sensitivity,h2_sensitivity
1,evt_000073,0,74,1667724482202,0,0.3150948286056518,0,1,1,20,0.3139086961746216,0.3147614896297455,0.3187067210674286,0.00569141535,0.00569141535,0.005614785561034723,0.003611892461776789,0.00033333897590631656,0.001186132431030218
1,evt_000074,0,75,1667724513217,0,0.2823895215988159,0,1,1,20,0.2822454273700714,0.2824030220508575,0.2837865650653839,0.0007493026833333333,0.00132843325,0.0005020429318346339,0.0013970434665679932,1.3500452041570465e-05,0.00014409422874450684
1,evt_000075,0,76,1667724525109,0,0.4445719122886657,0,1,1,20,0.4441333711147308,0.4445951282978058,0.4461707174777984,0.00179694609,0.0019966258433333334,0.001200038106200248,0.0015988051891326904,2.321600914007016e-05,0.0004385411739349365
1,evt_000076,0,77,1667724567726,0,0.3304519653320312,0,1,1,20,0.3299560248851776,0.3305223286151886,0.3325027525424957,0.002290562056666667,0.002468396276666667,0.0019703476115273356,0.002050787210464533,7.036328315740414e-05,0.0004959404468535822
1,evt_000077,0,78,1667724573711,1,0.2326202094554901,0,1,1,20,0.2325220555067062,0.2326507121324539,0.2330845445394516,0.0005973914333333334,0.0009270984333333334,0.0004750665866788314,0.0004643350839614868,3.0502676963778397e-05,9.815394878390227e-05
1,evt_000078,0,79,1667724596753,1,0.3889334102471669,1,1,1,20,0.3890447616577148,0.3889613449573517,0.389171838760376,-0.0004844357333333333,0.0010196005333333333,0.000512196395431006,0.00023842851320909908,2.7934710184807088e-05,0.00011135141054791076
1,evt_000079,0,80,1667724641344,0,0.3036569158236186,0,1,1,20,0.3025867640972137,0.3034325838088989,0.3082127571105957,0.005171634552,0.005171634552,0.005920200001407161,0.004555841286977114,0.00022433201471966369,0.0010701517264048999
1,evt_000080,0,82,1667724672025,0,0.2794222633043925,0,1,1,20,0.2787001430988312,0.2796469032764435,0.2830198407173157,0.003712137766666667,0.0041578877000000005,0.004068714682417897,0.0035975774129231586,0.0002246399720509662,0.0007221202055613385
1,evt_000081,0,83,1667724675955,1,0.2896213928858439,0,1,1,20,0.2895548343658447,0.2896182239055633,0.2898924648761749,0.00033091577999999996,0.0007214200866666668,0.0006070650701090214,0.000271071990331051,3.168980280576772e-06,6.655851999914919e-05
1,evt_000082,0,84,1667724765858,1,0.2931972543398539,0,1,1,20,0.2926340997219085,0.2932909429073334,0.295381635427475,0.0027819779999999996,0.0030065304,0.002860545680172942,0.00218438108762109,9.36885674794885e-05,0.0005631546179453717
1,evt_000083,0,85,1667724789569,1,0.3205939332644145,0,1,1,20,0.3198383450508117,0.3204084038734436,0.3238885700702667,0.0035483785333333337,0.0037949512000000005,0.004078426400771007,0.0032946368058522357,0.0001855293909708844,0.0007555882136027758
1,evt_000084,0,86,1667724800808,0,0.4445987741152445,0,1,1,20,0.441633939743042,0.442082017660141,0.4443267285823822,0.012054432433333333,0.012054432433333333,0.015438233110795018,0.00027204553286230837,0.0025167564551035193,0.0029648343722025183
1,evt_000085,0,87,1667724806902,0,0.2517263342936833,0,1,1,20,0.2470900565385818,0.2480553835630417,0.2513563930988312,0.02493534936,0.02493534936,0.032339139615008804,0.0003699411948521192,0.003670950730641609,0.004636277755101503
1,evt_000086,0,88,1667724819511,0,0.4111255009969075,0,1,1,20,0.4090398550033569,0.4092139303684234,0.4108399450778961,0.008754153717666668,0.008776900389000001,0.011805685100288156,0.0002855559190113599,0.0019115706284840717,0.0020856459935506
1,evt_000087,0,89,1667724862888,1,0.2631584107875824,0,1,1,20,0.2620019912719726,0.2628486454486847,0.2653516232967376,0.006088409486666667,0.006272446513333334,0.00670871661748053,0.002193212509155218,0.0003097653388977051,0.0011564195156097967
1,evt_000200,1,204,1669102676979,0,0.2516706238190333,1,3,0,20,0.2512750327587127,0.2516333758831024,0.25138059258461,0.0022188188,0.0022188188,0.001831210166077242,0.000290031234423338,3.724793593090636e-05,0.0003955910603206103
