fold,event_id,user_id,item_id,time,label,real_prediction,seen_item,session_mode,video_type,history_length,H2_E0_prediction,causal_shuffle_prediction,zero_prediction,eeg_correction_mean,eeg_correction_abs_mean,eeg_correction_abs_std,zero_sensitivity,shuffle_sensitivity,h2_sensitivity
1,evt_000073,0,74,1667724482202,0,0.3074375987052917,0,1,1,20,0.3094506859779358,0.3058283030986786,0.3186687529087066,-0.008591092,0.024536688,0.017787265340524626,0.011231154203414917,0.0016092956066131037,0.0020130872726440985
1,evt_000074,0,75,1667724513217,0,0.2770657241344452,0,1,1,20,0.2818108797073364,0.2776858806610107,0.2836248576641083,-0.023067657793333335,0.025002934326666667,0.03319830060700332,0.006559133529663086,0.0006201565265654962,0.004745155572891235
1,evt_000075,0,76,1667724525109,0,0.4395750164985657,0,1,1,20,0.4438458383083343,0.4396658837795257,0.4485392570495605,-0.017154715133333335,0.0236027582,0.026668891900827066,0.008964240550994818,9.08672809600275e-05,0.004270821809768621
1,evt_000076,0,77,1667724567726,0,0.3247519731521606,0,1,1,20,0.3285064697265625,0.3240918219089508,0.3332949578762054,-0.016647039566666664,0.0239316911,0.026139788819798886,0.0085429847240448,0.0006601512432097834,0.003754496574401911
1,evt_000077,0,78,1667724573711,1,0.2255994180838267,0,1,1,20,0.2298204898834228,0.2256995439529419,0.2321083545684814,-0.022975227555,0.024851965621666666,0.033092884803943866,0.006508936484654698,0.00010012586911520294,0.0042210717995961045
1,evt_000078,0,79,1667724596753,1,0.3785915772120158,1,1,1,20,0.3841482400894165,0.3783862590789795,0.3858263194561004,-0.023332182400000002,0.024826893800000003,0.032510556262244084,0.007234742244084602,0.00020531813303631408,0.005556662877400698
1,evt_000079,0,80,1667724641344,0,0.2978414098421733,0,1,1,20,0.2998832762241363,0.2964673638343811,0.3087044656276703,-0.0091755641,0.020971265899999997,0.01718205349513386,0.010863055785497011,0.0013740460077921735,0.00204186638196302
1,evt_000080,0,82,1667724672025,0,0.2729535301526387,0,1,1,20,0.2772962152957916,0.2737119495868683,0.2839206755161285,-0.020723725133333332,0.029330414866666665,0.03236504485246688,0.010967145363489805,0.0007584194342296069,0.004342685143152947
1,evt_000081,0,83,1667724675955,1,0.2829214632511139,0,1,1,20,0.2867989540100097,0.2823332846164703,0.2888721227645874,-0.018684442116666665,0.02056966278333333,0.026910774064789703,0.005950659513473511,0.0005881786346436102,0.0038774907588958185
1,evt_000082,0,84,1667724765858,1,0.2870002587636311,0,1,1,20,0.2904921174049377,0.287180632352829,0.2946953773498535,-0.016554198000000003,0.021704784,0.025233296966284118,0.007695118586222405,0.0001803735891978686,0.0034918586413065777
1,evt_000083,0,85,1667724789569,1,0.3140979210535685,0,1,1,20,0.3174446523189544,0.313070148229599,0.3232090473175049,-0.014971429,0.026371614333333335,0.02524278819034698,0.009111126263936398,0.001027772823969486,0.003346731265385927
1,evt_000084,0,86,1667724800808,0,0.4499601125717163,0,1,1,20,0.4417816400527954,0.4378512799739837,0.4468680918216705,0.033017762666666665,0.033017762666666665,0.01900770638619479,0.003092020750045832,0.0121088325977326,0.008178472518920898
1,evt_000085,0,87,1667724806902,0,0.2571309606234233,0,1,1,20,0.2461240887641906,0.2434086799621582,0.2537599802017212,0.05708646833333333,0.05708646833333333,0.02640961002135503,0.0033709804217020856,0.013722280661265074,0.011006871859232686
1,evt_000086,0,88,1667724819511,0,0.4113728801409403,0,1,1,20,0.4042761027812958,0.3991335928440094,0.4088499546051025,0.029170896133333336,0.029170896133333336,0.0214086650146426,0.0025229255358378277,0.012239287296930912,0.007096777359644535
1,evt_000087,0,89,1667724862888,1,0.2610887040694554,0,1,1,20,0.2621172368526459,0.2594222724437713,0.2673295438289642,-0.0046086678666666684,0.017600122133333333,0.011643260613733523,0.006240839759508787,0.0016664316256840839,0.0010285327831904834
1,evt_000200,1,204,1669102676979,0,0.2483445902665456,1,3,0,20,0.2432736605405807,0.2482626885175705,0.2446293085813522,0.024884196866666666,0.024884196866666666,0.02930416133827008,0.003715281685193389,8.19017489750995e-05,0.005070929725964901
1,evt_000201,1,205,1669102689765,0,0.2539179772138595,1,3,0,20,0.2481106370687484,0.2539228200912475,0.2502717673778534,0.030531188666666667,0.030531188666666667,0.023390241202482093,0.003646209836006109,4.842877388000488e-06,0.005807340145111112
1,evt_000202,1,206,1669102712490,0,0.2417835146188736,1,3,0,20,0.2388195991516113,0.2417346686124801,0.2390476614236831,0.0151703282,0.0151703282,0.01357015285573709,0.002735853195190485,4.884600639348813e-05,0.002963915467262296
1,evt_000203,1,207,1669102727340,1,0.2312042564153671,0,3,1,20,0.2242892235517501,0.2312252670526504,0.2278910726308822,0.039466284,0.039466284,0.01807010717986793,0.003313183784484891,2.101063728329744e-05,0.006915032863616999
1,evt_000204,1,208,1669102780192,0,0.2845024069150288,0,3,1,20,0.2778599262237549,0.2846729755401611,0.2808857560157776,0.032694081,0.032694081,0.015904400321263945,0.003616650899251228,0.00017056862513226134,0.006642480691273933
1,evt_000205,1,209,1669102795889,1,0.4182942112286885,0,3,1,20,0.4125921726226806,0.4183567762374878,0.41421839594841,0.023266253,0.023266253,0.017120564716325278,0.004075815280278505,6.256500879930904e-05,0.005702038606007875
1,evt_000206,1,210,1669102838725,0,0.2325115154186884,1,3,0,20,0.2291008234024047,0.2324527949094772,0.2296293973922729,0.018515020833333336,0.018515020833333336,0.014582889157631868,0.0028821180264154977,5.872050921118532e-05,0.0034106920162836896
1,evt_000207,1,211,1669102852050,0,0.1999064932266871,1,3,0,20,0.1971907168626785,0.1996547430753708,0.1971055716276168,0.014258210569999999,0.014369746363333333,0.01656804107074344,0.002800921599070305,0.0002517501513163156,0.002715776364008604
1,evt_000208,1,212,1669102863702,0,0.1908106903235117,1,3,0,20,0.1891737729310989,0.190738633275032,0.1888761669397354,0.009526745533333332,0.009526745533333332,0.008681471024428346,0.001934523383776282,7.205704847970673e-05,0.0016369173924127844
1,evt_000209,1,213,1669102902236,1,0.4469858606656392,0,3,1,20,0.4420990943908691,0.44694784283638,0.4434773027896881,0.019713777999999998,0.019713777999999998,0.01306980880726052,0.0035085578759511127,3.801782925921815e-05,0.004886766274770138
1,evt_000210,1,214,1669102943387,1,0.207017719745636,0,3,0,20,0.2031645774841308,0.2066088914871215,0.2040048390626907,0.020675939166666667,0.020675939166666667,0.022312198377625832,0.0030128806829452792,0.00040882825851448756,0.0038531422615051825
1,evt_000366,2,323,1669361364341,0,0.6404056549072266,0,3,1,20,0.6418622136116028,0.6423630118370056,0.6422614455223083,-0.0069613989646,0.0106476069646,0.011373105084636787,0.0018557906150817871,0.0019573569297790527,0.0014565587043762207
1,evt_000281,2,287,1669361383730,0,0.1749283274014791,0,3,1,20,0.172164037823677,0.1725626438856125,0.1747496724128723,0.019572500333333336,0.019572500333333336,0.01133340422459202,0.00017865498860680784,0.0023656835158666067,0.002764289577802087
1,evt_000274,2,280,1669361388711,1,0.3345554868380229,0,3,1,20,0.3292800486087799,0.3311438858509063,0.3347251415252685,0.02336560186666667,0.02336560186666667,0.02513857471320732,0.00016965468724561283,0.0034116009871165698,0.005275438229242979
1,evt_000381,2,338,1669361399957,0,0.444297840197881,0,3,1,20,0.4478487074375152,0.4437934458255768,0.4485083818435669,-0.0141731364,0.017012488266666667,0.021051682888498045,0.004210541645685906,0.0005043943723042066,0.0035508672396342145
1,evt_000276,2,282,1669361406473,0,0.3400137921174367,0,3,1,20,0.3394894301891327,0.3360354006290436,0.342251569032669,0.0026282563333333334,0.013547085,0.006581355141529188,0.0022377769152323035,0.003978391488393129,0.000524361928304018
1,evt_000324,2,165,1669361423835,0,0.258936067422231,1,3,0,20,0.2574990093708038,0.257466197013855,0.260073572397232,0.007761228565666667,0.007761228565666667,0.008681419785814819,0.0011375049750009802,0.0014698704083760394,0.0014370580514272424
1,evt_000360,2,171,1669361429968,0,0.2731864899396896,1,3,0,20,0.2723731696605682,0.2722542583942413,0.272715300321579,0.0038572869333333335,0.0038572869333333335,0.003146740888709519,0.00047118961811060123,0.0009322315454483032,0.0008133202791213989
1,evt_000323,2,150,1669361436608,0,0.2144255737463633,1,3,0,20,0.2160677164793014,0.2113709896802902,0.2162727266550064,-0.007850010198333333,0.008425577638333332,0.011241229445725498,0.001847152908643096,0.0030545840660731183,0.0016421427329380844
1,evt_000358,2,166,1669361449883,0,0.2980612069368362,1,3,0,20,0.3005807995796203,0.2987575829029083,0.300907164812088,-0.010513885799999999,0.011884009533333335,0.01535861378916014,0.0028459578752518255,0.000696375966072138,0.0025195926427841187
1,evt_000333,2,164,1669361506576,0,0.2368436455726623,1,3,0,20,0.2406250834465026,0.236830785870552,0.2400313764810562,-0.0170561903,0.0170561903,0.023054736750837263,0.0031877309083939154,1.2859702110290527e-05,0.0037814378738403043
1,evt_000394,2,351,1669362099164,0,0.477643221616745,0,3,1,20,0.4751344919204712,0.4794124066829681,0.4789236485958099,0.010081938766666668,0.014584813433333335,0.011213397147332093,0.001280426979064886,0.001769185066223089,0.0025087296962738037
1,evt_000363,2,320,1669362148229,1,0.4925199349721272,0,3,1,20,0.4875100553035736,0.4882494509220123,0.4927878081798553,0.020200094333333335,0.020200094333333335,0.009274307339919834,0.00026787320772808654,0.004270484050114931,0.005009879668553596
1,evt_000359,2,211,1669362188201,0,0.1733230079213778,1,3,0,20,0.1751044541597366,0.172713816165924,0.1750053316354751,-0.009308608783333333,0.009308608783333333,0.012184427769552027,0.0016823237140972946,0.0006091917554538195,0.001781446238358797
1,evt_000387,2,344,1669362192576,1,0.376188188791275,0,3,1,20,0.3752627372741699,0.3852811753749847,0.383542388677597,0.002642893766666666,0.03127611376666667,0.018359791118478304,0.007354199886321966,0.009092986583709661,0.0009254515171051025
1,evt_000452,3,361,1669619270320,0,0.2481204320987065,0,3,1,20,0.2407803386449813,0.2481683492660522,0.2437773793935775,0.038041506999999995,0.038041506999999995,0.026898134138133717,0.004343052705128997,4.7917167345701284e-05,0.007340093453725188
1,evt_000453,3,362,1669619337785,0,0.3096240262190501,0,3,1,20,0.3018436431884765,0.3097310960292816,0.3049921691417694,0.035355949666666664,0.035355949666666664,0.030625476292329454,0.004631857077280699,0.00010706981023150819,0.007780383030573601
1,evt_000454,3,363,1669619379026,1,0.3861820499102275,0,3,1,20,0.3750925362110138,0.3863378763198852,0.3815594911575317,0.04750638733333332,0.04750638733333332,0.021654204392172423,0.004622558752695793,0.0001558264096577222,0.011089513699213682
1,evt_000455,3,364,1669621191644,1,0.3272063831488291,0,1,1,20,0.3157769441604614,0.3272273540496826,0.3222857713699341,0.05437204733333333,0.05437204733333333,0.021804905367603888,0.004920611778895023,2.0970900853511942e-05,0.01142943898836768
1,evt_000456,3,365,1669621206308,1,0.3993012805779775,0,1,1,20,0.3934557437896728,0.3994578421115875,0.3956969976425171,0.024324809333333336,0.024324809333333336,0.012036509217911264,0.00360428293546039,0.00015656153361004455,0.005845536788304684
1,evt_000457,3,366,1669621283283,1,0.3819225430488586,0,1,1,20,0.366690069437027,0.3820377886295318,0.3765468895435333,0.067244464,0.067244464,0.02963388500322188,0.005375653505325262,0.00011524558067321777,0.01523247361183161
1,evt_000458,3,368,1669621342095,1,0.4122311472892761,0,1,1,20,0.4046462476253509,0.4125631749629974,0.4082566499710083,0.031351912,0.031351912,0.014728478747411696,0.003974497318267822,0.00033202767372125797,0.007584899663925226
1,evt_000459,3,369,1669621381905,1,0.3221560219923655,0,1,1,20,0.3161061704158783,0.3223402202129364,0.3188072144985199,0.02780489933333333,0.02780489933333333,0.012951366150525442,0.0033488074938455847,0.00018419822057091917,0.006049851576487186
1,evt_000460,3,370,1669621414783,1,0.383995254834493,1,1,1,20,0.3734034299850464,0.3843390941619873,0.3795377314090729,0.045468899,0.045468899,0.01777460163838421,0.004457523425420107,0.0003438393274943219,0.010591824849446596
1,evt_000461,3,52,1669621434556,1,0.3826141158739726,1,1,1,20,0.3717498779296875,0.3826945722103119,0.3781361579895019,0.046302115,0.046302115,0.02198211749418642,0.004477957884470696,8.045633633929627e-05,0.010864237944285093
1,evt_000462,3,371,1669621477370,1,0.3608711659908294,0,1,1,20,0.3487947881221771,0.3610512316226959,0.3563728630542755,0.05338836,0.05338836,0.024432359472803002,0.0044983029365539,0.0001800656318665106,0.012076377868652288
1,evt_000582,4,205,1669793170736,1,0.2500714560349782,1,3,0,20,0.2472462058067321,0.2523140609264374,0.2494018524885177,0.015002866333333335,0.015002866333333335,0.011921992211734086,0.0006696035464605066,0.0022426048914591656,0.002825250228246118
1,evt_000583,4,435,1669793204513,1,0.5224250555038452,0,3,1,20,0.5194949507713318,0.5249411463737488,0.5223821997642517,0.011745852000000001,0.011745852000000001,0.0027317532545727227,4.285573959350586e-05,0.0025160908699035645,0.0029301047325134277
1,evt_000584,4,206,1669793258524,1,0.2423197875420252,1,3,0,20,0.2440704703330993,0.2469138354063034,0.2443060874938964,-0.008518914493333333,0.01234780716,0.01332848065278531,0.00198629995187119,0.0045940478642781946,0.0017506827910740985
1,evt_000585,4,204,1669793291748,0,0.2426340381304423,1,3,0,20,0.2390996366739273,0.2440747767686844,0.2404503375291824,0.017313041666666668,0.017846508333333334,0.021903086078250228,0.002183700601259886,0.001440738638242095,0.003534401456514985
1,evt_000586,4,436,1669793297186,1,0.3154585460821787,0,3,1,20,0.3097317218780517,0.3162121474742889,0.3119677007198334,0.024650327683333334,0.024725592983333336,0.03020294547212533,0.0034908453623453406,0.0007536013921101703,0.005726824204127012
1,evt_000587,4,226,1669793328232,1,0.1811283628145853,1,3,0,20,0.1782857179641723,0.1821459531784057,0.1792642474174499,0.0161699847,0.016865696233333335,0.019388095250507994,0.0018641153971354074,0.0010175903638204031,0.0028426448504129953
1,evt_000588,4,212,1669793447926,0,0.1900728791952133,1,3,0,20,0.188646137714386,0.190348282456398,0.1883469372987747,0.0082961562,0.008801187533333333,0.007959465388829622,0.0017259418964385986,0.00027540326118472014,0.0014267414808273038
1,evt_000589,4,437,1669793451466,1,0.2602855016787846,0,3,1,20,0.2558278739452362,0.260514497756958,0.2572673559188843,0.021884159,0.021884159,0.020675469956865613,0.003018145759900337,0.00022899607817339351,0.004457627733548408
1,evt_000590,4,438,1669793506499,1,0.3555672069390614,0,3,1,20,0.3437971174716949,0.3568588495254516,0.3516744673252105,0.05305115566666666,0.05305115566666666,0.0263407494848992,0.003892739613850893,0.001291642586390196,0.011770089467366518
1,evt_000591,4,439,1669793560794,1,0.2852262953917185,0,3,1,20,0.277188628911972,0.285544604063034,0.2819742858409881,0.03922503433333333,0.03922503433333333,0.02357490662524536,0.003252009550730406,0.00031830867131549256,0.00803766647974652
1,evt_000592,4,211,1669793598327,0,0.2055655668179194,1,3,0,20,0.2028360962867736,0.2045790702104568,0.2027509957551956,0.01426117164,0.014537897026666665,0.01646048644255668,0.002814571062723814,0.0009864966074626114,0.0027294705311458056
1,evt_000593,4,440,1669793607185,1,0.3350426455338796,0,3,1,20,0.3235255777835846,0.3351722061634063,0.3309909105300903,0.05335893433333333,0.05335893433333333,0.02122740395393411,0.004051735003789303,0.00012956062952673708,0.011517067750294985
